,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17
0,Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,0,5,0,9,1,3,0,13,1,53,62,4
1,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,4,0,7,1,4,1,13,1,54,63,5
2,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,0,8,0,4,0,14,1,56,62,8
3,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,17,1,3,0,6,0,3,1,10,1,42,50,2
4,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,6,1,8,0,4,0,14,1,56,62,8
5,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,9,0,1,0,3,1,1,0,7,1,23,25,4
6,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,4,0,1,0,1,0,1,0,2,1,10,12,0
7,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,3,1,1,0,1,0,1,0,3,0,10,12,0
8,Indian Institute of Technology Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,4,0,1,0,1,0,1,0,2,1,10,12,0
9,Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,3,1,1,0,1,1,0,0,3,0,10,13,0
